Nose X,Nose Y,Nose Z,Left Shoulder X,Left Shoulder Y,Left Shoulder Z,Right Shoulder X,Right Shoulder Y,Right Shoulder Z,Label
700.1818084716797,331.30868911743164,-626.4799976348877,935.6243896484375,548.2968235015869,-234.9977731704712,497.7618408203125,552.4660062789917,-250.66962003707886,bad
769.9916839599609,330.28384923934937,-659.0352773666382,931.4164733886719,523.35120677948,-156.13239526748657,525.6067657470703,528.8051891326904,-284.42232370376587,bad
752.6390075683594,329.5794153213501,-732.3000526428223,929.5771789550781,524.6654462814331,-180.31399011611938,524.983024597168,529.7695827484131,-281.76751613616943,bad
751.5485382080078,354.06384229660034,-321.24800205230713,979.4510650634766,534.7532558441162,-184.49280738830566,652.4503326416016,545.8513355255127,132.74109721183777,bad
667.4632263183594,262.8009080886841,-241.72329425811768,844.1555023193359,461.4573669433594,53.6807119846344,616.7466354370117,475.0650930404663,31.6229385137558,bad
657.5759124755859,278.3791136741638,-325.6095314025879,800.8747863769531,468.3241653442383,0.4846117179840803,542.9741668701172,475.8473539352417,-7.471975162625313,bad
661.1829376220703,238.37173461914062,-752.3905277252197,834.3814086914062,412.607045173645,-337.5637936592102,462.88597106933594,487.2461414337158,-448.69425773620605,bad
629.1592407226562,256.63002490997314,-295.39262294769287,886.9330596923828,424.0498208999634,-289.4477319717407,536.300048828125,483.469762802124,-36.46505266427994,bad
867.0572662353516,407.85258293151855,-720.5721473693848,991.3310241699219,610.5098676681519,-328.1854176521301,534.7718048095703,489.2417907714844,-342.6281690597534,bad
856.9095611572266,399.68210220336914,-853.0102729797363,969.4877624511719,560.295524597168,-395.26087760925293,539.9522018432617,489.6778964996338,-428.875994682312,bad
807.8415679931641,379.6168613433838,-761.65114402771,964.5811462402344,549.8431491851807,-252.0024847984314,542.951545715332,493.31733226776123,-326.17058515548706,bad
743.0418395996094,345.844030380249,-321.731915473938,993.6970520019531,544.5394134521484,-255.4984974861145,610.6731414794922,495.2330732345581,-16.401966959238052,bad
753.6088562011719,344.9295902252197,-669.8544931411743,964.8189544677734,541.5341806411743,-260.74800968170166,585.8289337158203,505.3812646865845,-330.3170657157898,bad
704.5285034179688,517.5492668151855,-1745.441551208496,963.7229156494141,583.3802890777588,-1067.8180503845215,437.1306610107422,618.76549243927,-1067.902250289917,bad
717.8526306152344,493.56083393096924,-1226.16605758667,959.6707916259766,549.2588996887207,-449.8877763748169,497.1761703491211,535.8954906463623,-708.4274911880493,bad
884.7372436523438,446.55402660369873,-981.5933990478516,1011.0606384277344,651.7723274230957,-428.90732288360596,497.93121337890625,525.4041910171509,-509.8106861114502,bad
