Nose X,Nose Y,Nose Z,Left Shoulder X,Left Shoulder Y,Left Shoulder Z,Right Shoulder Z,Left Eye X,Left Eye Y,Left Eye Z,Right Eye X,Right Eye Y,Right Eye Z,Left Lip X,Left Lip Y,Left Lip Z,Right Lip X,Right Lip Y,Right Lip Z,Label
245.5342484,-94.72309113,-1327.650375,570.0322342,20.43358326,-779.6033192,-756.48139,306.24897,-160.4897833,-1335.054302,173.418541,-151.3785553,-1332.788286,294.2869949,-40.59336662,-1216.392002,202.8889084,-31.84447289,-1209.03142,bad
295.6719208,-202.3241758,-1173.984175,569.1274261,39.65240479,-632.0283508,-615.5371857,306.24897,-160.4897833,-1335.054302,173.418541,-151.3785553,-1332.788286,294.2869949,-40.59336662,-1216.392002,202.8889084,-31.84447289,-1209.03142,bad
259.4255829,-220.2801704,-1123.809443,570.2826691,-119.5182467,-543.6264324,-557.7562237,306.24897,-160.4897833,-1335.054302,173.418541,-151.3785553,-1332.788286,294.2869949,-40.59336662,-1216.392002,202.8889084,-31.84447289,-1209.03142,bad
255.2806091,-192.5983572,-1388.70389,580.2790833,-89.17151928,-718.7095785,-745.9499645,306.24897,-160.4897833,-1335.054302,173.418541,-151.3785553,-1332.788286,294.2869949,-40.59336662,-1216.392002,202.8889084,-31.84447289,-1209.03142,bad
270.5958939,-63.32845688,-1450.21471,502.6761246,139.7969055,-738.2884598,-754.99506,306.24897,-160.4897833,-1335.054302,173.418541,-151.3785553,-1332.788286,294.2869949,-40.59336662,-1216.392002,202.8889084,-31.84447289,-1209.03142,bad
261.0210419,-95.45647144,-1213.597441,535.8409119,36.70128822,-582.4117756,-604.7399426,306.24897,-160.4897833,-1335.054302,173.418541,-151.3785553,-1332.788286,294.2869949,-40.59336662,-1216.392002,202.8889084,-31.84447289,-1209.03142,bad
230.4395676,-226.3759518,-601.8744421,471.0284805,-1.90363884,-207.507534,-204.9052119,285.4825974,-281.5598488,-571.7033672,174.5129013,-270.1563621,-565.3264904,272.9420853,-172.3889637,-519.864378,193.9771652,-167.6836824,-507.9028845,bad
184.744873,-279.2923093,-504.8857212,435.2581787,-68.69926929,-207.3999667,-163.6566997,285.4825974,-281.5598488,-571.7033672,174.5129013,-270.1563621,-565.3264904,272.9420853,-172.3889637,-519.864378,193.9771652,-167.6836824,-507.9028845,bad
98.10726166,-280.5564451,-734.5156002,340.9057236,-143.3895206,-240.0450468,-352.3717117,285.4825974,-281.5598488,-571.7033672,174.5129013,-270.1563621,-565.3264904,272.9420853,-172.3889637,-519.864378,193.9771652,-167.6836824,-507.9028845,bad
276.6589737,-169.0690327,-701.8384409,363.8145828,100.3974438,-192.3261452,-285.5406761,285.4825974,-281.5598488,-571.7033672,174.5129013,-270.1563621,-565.3264904,272.9420853,-172.3889637,-519.864378,193.9771652,-167.6836824,-507.9028845,bad
152.4403,-204.7910571,-596.8130493,330.7065201,-20.47327995,-188.7503743,-237.1486044,285.4825974,-281.5598488,-571.7033672,174.5129013,-270.1563621,-565.3264904,272.9420853,-172.3889637,-519.864378,193.9771652,-167.6836824,-507.9028845,bad
231.7351913,-133.3290482,-598.3152151,353.7384415,100.8124352,-56.5884465,-284.9723697,285.4825974,-281.5598488,-571.7033672,174.5129013,-270.1563621,-565.3264904,272.9420853,-172.3889637,-519.864378,193.9771652,-167.6836824,-507.9028845,bad
219.0621185,-203.1670332,-646.484642,351.1322784,9.550423622,-153.6909521,-287.0386362,265.5686188,-249.1576695,-621.6628361,182.3420715,-245.32372,-621.4805317,233.1265259,-152.3020935,-570.4420853,177.474823,-153.245759,-567.4550915,bad
